episode,seed,algo,wind_mode,return,steps,success,violations,collisions,pickup_success,dropoff_success,epsilon
225,1,q_learning,hidden,19.5,32,1,0,2,1,1,0.4058365387180076
226,1,q_learning,hidden,29.5,21,1,0,2,1,1,0.4042131925631356
227,1,q_learning,hidden,16.0,35,1,0,2,1,1,0.40259633979288306
228,1,q_learning,hidden,-42.5,51,1,2,3,1,1,0.4009859544337115
229,1,q_learning,hidden,-118.5,60,1,3,12,1,1,0.39938201061597667
230,1,q_learning,hidden,-9.5,35,1,0,7,1,1,0.39778448257351273
231,1,q_learning,hidden,-27.0,48,1,0,8,1,1,0.3961933446432187
232,1,q_learning,hidden,-3.0,39,1,0,5,1,1,0.3946085712646458
233,1,q_learning,hidden,-8.5,39,1,1,2,1,1,0.3930301369795872
234,1,q_learning,hidden,-2.5,49,1,0,3,1,1,0.3914580164316689
235,1,q_learning,hidden,-5.0,26,1,1,4,1,1,0.3898921843659422
236,1,q_learning,hidden,-10.5,26,1,1,5,1,1,0.38833261562847843
237,1,q_learning,hidden,-78.0,50,1,3,6,1,1,0.38677928516596455
238,1,q_learning,hidden,-39.5,47,1,1,7,1,1,0.3852321680253007
239,1,q_learning,hidden,19.0,27,1,0,3,1,1,0.3836912393531995
240,1,q_learning,hidden,-75.0,26,1,5,2,1,1,0.38215647439578665
241,1,q_learning,hidden,2.5,29,1,0,6,1,1,0.3806278484982035
242,1,q_learning,hidden,33.0,22,1,0,1,1,1,0.3791053371042107
243,1,q_learning,hidden,-47.0,53,1,1,7,1,1,0.37758891575579384
244,1,q_learning,hidden,-156.5,43,1,8,3,1,1,0.3760785600927707
245,1,q_learning,hidden,23.0,28,1,0,2,1,1,0.37457424585239957
246,1,q_learning,hidden,22.5,28,1,0,2,1,1,0.37307594886899
247,1,q_learning,hidden,21.5,25,1,0,3,1,1,0.37158364507351405
248,1,q_learning,hidden,-51.5,38,1,3,3,1,1,0.37009731049322
249,1,q_learning,hidden,21.0,31,1,0,2,1,1,0.3686169212512471
250,1,q_learning,hidden,-2.0,39,1,0,5,1,1,0.3671424535662421
251,1,q_learning,hidden,0.0,30,1,1,2,1,1,0.3656738837519771
252,1,q_learning,hidden,30.0,20,1,0,2,1,1,0.36421118821696924
253,1,q_learning,hidden,-34.5,32,1,3,1,1,1,0.36275434346410135
254,1,q_learning,hidden,-57.5,54,1,2,5,1,1,0.36130332609024496
255,1,q_learning,hidden,33.0,22,1,0,1,1,1,0.359858112785884
256,1,q_learning,hidden,-38.5,36,1,2,5,1,1,0.35841868033474045
257,1,q_learning,hidden,-12.0,33,1,1,4,1,1,0.35698500561340146
258,1,q_learning,hidden,-12.5,38,1,1,3,1,1,0.35555706559094785
259,1,q_learning,hidden,-6.0,37,1,0,6,1,1,0.3541348373285841
260,1,q_learning,hidden,13.0,36,1,0,3,1,1,0.35271829797926973
261,1,q_learning,hidden,3.5,27,1,1,2,1,1,0.35130742478735266
262,1,q_learning,hidden,7.5,31,1,1,1,1,1,0.34990219508820325
263,1,q_learning,hidden,-21.0,44,1,0,8,1,1,0.3485025863078504
264,1,q_learning,hidden,32.0,23,1,0,1,1,1,0.347108575962619
265,1,q_learning,hidden,6.0,25,1,1,2,1,1,0.3457201416587685
266,1,q_learning,hidden,-4.5,42,1,0,5,1,1,0.3443372610921335
267,1,q_learning,hidden,17.0,33,1,0,2,1,1,0.34295991204776494
268,1,q_learning,hidden,27.0,23,1,0,2,1,1,0.34158807239957384
269,1,q_learning,hidden,20.0,31,1,0,2,1,1,0.3402217201099756
270,1,q_learning,hidden,13.5,37,1,0,2,1,1,0.33886083322953564
271,1,q_learning,hidden,36.5,19,1,0,1,1,1,0.33750538989661755
272,1,q_learning,hidden,-37.0,33,1,3,1,1,1,0.336155368337031
273,1,q_learning,hidden,-12.5,44,1,1,2,1,1,0.33481074686368295
274,1,q_learning,hidden,22.5,24,1,0,3,1,1,0.3334715038762282
275,1,q_learning,hidden,-48.5,36,1,2,7,1,1,0.33213761786072327
276,1,q_learning,hidden,3.0,33,1,0,5,1,1,0.3308090673892804
277,1,q_learning,hidden,33.0,27,1,0,0,1,1,0.32948583111972324
278,1,q_learning,hidden,27.0,18,1,0,3,1,1,0.32816788779524436
279,1,q_learning,hidden,38.0,22,1,0,0,1,1,0.3268552162440634
280,1,q_learning,hidden,-20.0,26,1,2,3,1,1,0.3255477953790871
281,1,q_learning,hidden,-7.5,34,1,1,3,1,1,0.32424560419757076
282,1,q_learning,hidden,0.0,26,1,1,3,1,1,0.3229486217807805
283,1,q_learning,hidden,16.5,24,1,0,4,1,1,0.32165682729365735
284,1,q_learning,hidden,20.0,25,1,0,3,1,1,0.32037019998448274
285,1,q_learning,hidden,-2.0,27,1,1,3,1,1,0.3190887191845448
286,1,q_learning,hidden,7.5,28,1,0,5,1,1,0.3178123643078066
287,1,q_learning,hidden,-180.0,65,1,8,4,1,1,0.3165411148505754
288,1,q_learning,hidden,32.5,23,1,0,1,1,1,0.3152749503911731
289,1,q_learning,hidden,-3.5,31,1,1,3,1,1,0.3140138505896084
290,1,q_learning,hidden,-16.5,38,1,1,4,1,1,0.31275779518725
291,1,q_learning,hidden,5.0,37,1,1,0,1,1,0.31150676400650096
292,1,q_learning,hidden,-64.0,34,1,3,6,1,1,0.31026073695047496
293,1,q_learning,hidden,33.0,22,1,0,1,1,1,0.30901969400267304
294,1,q_learning,hidden,26.0,24,1,0,2,1,1,0.30778361522666237
295,1,q_learning,hidden,-11.0,37,1,0,7,1,1,0.3065524807657557
296,1,q_learning,hidden,21.0,30,1,0,2,1,1,0.3053262708426927
